cliente_id,tipo_cliente,antiguedad_meses,tiene_movil,tiene_hogar,oferta_hogar_id,tiene_internet_hogar,es_movistar_total,elegible_mt,plan_actual_id,monto_facturado_prom,edad_rango,ubicacion_departamento,es_usuario_app,consumo_datos_gb_prom,consumo_voz_min_prom,consumo_sms_prom,uso_app_movistar_prom,monto_facturado_prom_6m,dias_mora_prom,meses_moroso,n_reclamos,n_actividad_canal,canal_mas_usado,mejor_franja_horaria_contacto,dias_agotamiento_datos_promedio,metodo_pago_frecuente
CLI_016638,prepago,10,True,True,OFE_008,True,False,False,OFE_017,131.76,46-55,Lima,True,99.73,266.43,17.86,21.22,44.49,3.09,3,3,46,Call_Out,Manana,15,App_MiMovistar
CLI_016639,postpago,43,True,True,OFE_016,True,False,True,OFE_004,109.09,65+,Lima,True,63.43,590.31,42.06,2.72,282.84,23.07,2,4,35,Call_Out,Noche,19,Efectivo_Agente
CLI_016640,no_aplica,107,False,True,OFE_008,True,False,False,OFE_010,96.79,56-65,Lima,True,0.0,0.0,0.0,0.0,155.37,12.98,6,1,27,Call_In,Tarde,-1,Efectivo_Agente
CLI_016641,prepago,44,True,True,OFE_016,True,False,False,OFE_021,268.83,36-45,Piura,True,8.52,468.33,26.18,20.34,299.32,34.68,0,1,22,Digital,Tarde,27,Efectivo_Agente
CLI_016642,prepago,95,True,True,OFE_008,True,False,False,OFE_022,104.45,65+,Lima,False,80.97,914.98,22.41,26.04,168.02,28.67,0,2,9,Call_Out,Tarde,27,Banca_Movil
CLI_016643,postpago,57,True,False,sin_servicio_hogar,False,False,False,OFE_003,43.54,26-35,Lima,True,68.39,429.6,45.14,21.61,240.63,39.98,4,1,26,Digital,Manana,14,Debito_Automatico
CLI_016644,postpago,49,True,True,OFE_010,True,False,True,OFE_014,140.03,26-35,Lima,True,82.64,810.81,43.27,12.66,174.35,39.33,2,2,4,Call_In,Tarde,27,App_MiMovistar
CLI_016645,postpago,80,True,False,sin_servicio_hogar,False,False,False,OFE_004,115.19,65+,Lima,False,66.53,220.97,20.27,24.4,53.52,16.32,4,4,27,Tienda,Noche,15,App_MiMovistar
CLI_016646,postpago,92,True,True,OFE_013,True,True,False,OFE_013,145.11,56-65,Lima,True,94.43,938.97,0.41,3.02,276.08,33.89,1,0,1,Call_Out,Tarde,25,Efectivo_Agente
CLI_016647,postpago,15,True,False,sin_servicio_hogar,False,False,False,OFE_002,59.61,65+,Arequipa,False,92.1,956.77,16.54,25.09,100.5,31.39,4,0,28,Tienda,Fin_de_semana,15,App_MiMovistar
CLI_016648,no_aplica,108,False,True,OFE_007,True,False,False,OFE_010,228.8,46-55,Cusco,True,0.0,0.0,0.0,0.0,278.11,34.57,2,3,7,Call_Out,Tarde,-1,Efectivo_Agente
CLI_016649,prepago,34,True,True,OFE_010,True,False,False,OFE_014,77.14,36-45,Lima,False,45.52,905.29,32.56,2.07,292.47,12.89,0,1,25,Call_In,Noche,11,Debito_Automatico
CLI_016650,prepago,87,True,True,OFE_013,True,True,False,OFE_013,205.38,56-65,Lima,False,39.53,370.68,8.75,12.62,235.2,38.16,6,0,32,Tienda,Manana,13,Efectivo_Agente
CLI_016651,no_aplica,42,False,True,OFE_008,True,False,False,OFE_006,201.74,36-45,Arequipa,True,0.0,0.0,0.0,0.0,158.9,28.74,3,4,22,Call_In,Tarde,-1,Efectivo_Agente
CLI_016652,postpago,9,True,True,OFE_016,False,False,True,OFE_021,78.9,36-45,Lima,False,80.84,151.92,36.83,21.51,234.76,0.93,6,2,43,Call_Out,Noche,21,App_MiMovistar
CLI_016653,postpago,47,True,False,sin_servicio_hogar,False,False,False,OFE_020,158.11,26-35,Arequipa,True,73.61,994.86,14.51,6.0,47.76,37.34,5,2,44,Tienda,Manana,27,App_MiMovistar
CLI_016654,prepago,18,True,True,OFE_010,True,False,False,OFE_021,47.92,65+,Lima,True,23.68,50.1,12.61,6.3,157.58,7.94,5,3,29,Call_Out,Fin_de_semana,10,App_MiMovistar
CLI_016655,postpago,114,True,False,sin_servicio_hogar,False,False,False,OFE_005,86.84,46-55,Lima,True,99.36,384.84,5.08,17.06,140.73,43.37,4,2,37,Digital,Tarde,24,Efectivo_Agente
CLI_016656,postpago,44,True,False,sin_servicio_hogar,False,False,False,OFE_001,255.14,18-25,Arequipa,True,17.37,610.69,7.09,8.29,99.86,0.83,3,0,40,Tienda,Noche,10,Banca_Movil
CLI_016657,postpago,22,True,True,OFE_011,True,True,False,OFE_011,213.01,18-25,Lima,True,77.6,597.49,28.48,14.22,88.34,18.65,2,2,39,Tienda,Noche,24,Efectivo_Agente
CLI_016658,prepago,7,True,False,sin_servicio_hogar,False,False,False,OFE_003,43.49,46-55,Arequipa,False,20.54,78.55,34.84,2.67,194.14,16.03,3,1,3,Call_In,Tarde,24,App_MiMovistar
CLI_016659,postpago,108,True,False,sin_servicio_hogar,False,False,False,OFE_017,85.77,26-35,Cusco,False,78.94,1.2,19.15,22.95,85.03,35.19,5,1,19,Digital,Manana,23,Efectivo_Agente
CLI_016660,postpago,101,True,False,sin_servicio_hogar,False,False,False,OFE_021,71.19,18-25,La Libertad,False,32.91,342.09,41.34,11.36,232.39,6.85,0,4,17,Tienda,Noche,21,App_MiMovistar
CLI_016661,postpago,68,True,False,sin_servicio_hogar,False,False,False,OFE_019,199.86,65+,Lima,True,13.95,395.79,15.87,13.24,263.98,10.19,0,1,25,Call_In,Tarde,19,Efectivo_Agente
CLI_016662,prepago,20,True,True,OFE_009,True,False,False,OFE_017,243.0,46-55,Arequipa,False,27.63,445.13,24.43,12.43,286.38,40.59,0,2,13,Call_In,Tarde,10,App_MiMovistar
CLI_016663,postpago,62,True,False,sin_servicio_hogar,False,False,False,OFE_004,183.37,65+,Lima,True,64.09,754.73,49.16,2.79,245.47,7.49,5,0,45,Tienda,Tarde,21,App_MiMovistar
CLI_016664,postpago,42,True,False,sin_servicio_hogar,False,False,False,OFE_004,244.1,26-35,La Libertad,False,72.18,222.39,21.82,12.36,233.78,36.03,2,1,19,Call_Out,Manana,15,Efectivo_Agente
CLI_016665,prepago,23,True,False,sin_servicio_hogar,False,False,False,OFE_022,61.28,56-65,Lima,True,16.88,977.76,45.55,27.9,233.57,17.43,5,4,44,Call_Out,Manana,27,Debito_Automatico
CLI_016666,prepago,60,True,True,OFE_016,True,False,False,OFE_003,154.86,46-55,Lima,False,88.95,434.18,40.8,17.59,269.11,41.51,5,2,40,Call_In,Manana,21,Banca_Movil
CLI_016667,postpago,33,True,True,OFE_009,True,False,True,OFE_018,29.66,18-25,La Libertad,True,27.1,907.44,29.65,29.23,123.08,1.76,1,3,10,Call_In,Manana,28,Efectivo_Agente
CLI_016668,no_aplica,59,False,True,OFE_015,True,False,False,OFE_015,184.08,18-25,La Libertad,True,0.0,0.0,0.0,0.0,255.84,21.43,1,4,12,Call_Out,Manana,-1,Efectivo_Agente
CLI_016669,prepago,6,True,True,OFE_011,True,True,False,OFE_011,293.13,56-65,Arequipa,True,50.32,431.91,24.34,22.91,20.11,18.86,2,2,47,Digital,Tarde,26,Efectivo_Agente
CLI_016670,postpago,42,True,True,OFE_006,True,False,True,OFE_004,92.35,65+,La Libertad,False,88.59,511.2,42.18,28.44,108.45,39.97,5,1,1,Tienda,Tarde,16,App_MiMovistar
CLI_016671,prepago,71,True,False,sin_servicio_hogar,False,False,False,OFE_002,67.57,18-25,Lima,True,83.81,308.88,13.9,18.77,51.89,6.68,2,4,7,Call_In,Manana,27,Banca_Movil
CLI_016672,postpago,98,True,True,OFE_015,False,False,True,OFE_014,99.63,36-45,La Libertad,False,87.12,586.12,48.99,18.32,234.23,30.64,3,4,25,Call_In,Noche,13,App_MiMovistar
CLI_016673,postpago,47,True,True,OFE_006,True,False,True,OFE_018,32.81,36-45,Lima,True,47.83,948.31,0.09,3.66,207.92,17.39,1,1,25,Tienda,Fin_de_semana,13,Efectivo_Agente
CLI_016674,no_aplica,15,False,True,OFE_015,True,False,False,OFE_008,42.42,36-45,Lima,True,0.0,0.0,0.0,0.0,182.14,38.17,0,0,47,Call_In,Tarde,-1,Banca_Movil
CLI_016675,prepago,39,True,False,sin_servicio_hogar,False,False,False,OFE_022,80.01,36-45,Lima,False,80.61,867.49,47.2,16.01,257.98,25.15,2,1,43,Call_In,Fin_de_semana,16,Efectivo_Agente
CLI_016676,postpago,45,True,True,OFE_011,True,True,False,OFE_011,87.73,36-45,Cusco,False,37.57,596.1,29.33,4.45,20.44,25.29,4,3,26,Call_In,Fin_de_semana,30,Efectivo_Agente
CLI_016677,postpago,100,True,True,OFE_009,False,False,True,OFE_002,286.57,36-45,Piura,True,12.39,482.09,27.69,20.94,94.17,28.47,6,4,3,Call_In,Noche,23,Banca_Movil
CLI_016678,prepago,31,True,True,OFE_016,False,False,False,OFE_022,185.43,18-25,Lima,True,65.62,961.59,8.46,9.98,112.73,26.15,1,0,19,Tienda,Manana,12,App_MiMovistar
CLI_016679,prepago,13,True,False,sin_servicio_hogar,False,False,False,OFE_003,36.29,36-45,Arequipa,True,54.86,224.55,33.8,23.08,169.66,3.4,2,1,18,Tienda,Tarde,10,App_MiMovistar
CLI_016680,prepago,104,True,True,OFE_011,False,True,False,OFE_011,172.69,36-45,Cusco,True,94.99,157.95,41.93,23.22,155.09,31.74,1,3,36,Call_Out,Tarde,17,Efectivo_Agente
CLI_016681,no_aplica,13,False,True,OFE_016,True,False,False,OFE_008,295.76,18-25,Lima,False,0.0,0.0,0.0,0.0,115.74,8.29,1,2,42,Call_In,Manana,-1,Debito_Automatico
CLI_016682,no_aplica,44,False,True,OFE_007,True,False,False,OFE_006,156.84,56-65,La Libertad,True,0.0,0.0,0.0,0.0,156.87,24.54,0,3,13,Digital,Manana,-1,App_MiMovistar
CLI_016683,no_aplica,36,False,True,OFE_008,True,False,False,OFE_015,281.06,36-45,La Libertad,True,0.0,0.0,0.0,0.0,232.04,24.33,0,2,13,Digital,Tarde,-1,Efectivo_Agente
CLI_016684,prepago,67,True,False,sin_servicio_hogar,False,False,False,OFE_022,66.0,18-25,Arequipa,True,82.16,859.92,43.92,29.3,277.77,43.55,6,4,28,Tienda,Manana,20,Banca_Movil
CLI_016685,postpago,114,True,True,OFE_010,False,False,True,OFE_003,238.83,46-55,Lima,True,1.85,459.93,11.06,19.42,21.57,1.91,1,3,23,Call_In,Manana,22,Efectivo_Agente
CLI_016686,prepago,116,True,False,sin_servicio_hogar,False,False,False,OFE_022,284.14,36-45,Arequipa,False,5.89,925.02,26.24,20.29,62.75,22.3,0,1,34,Call_Out,Manana,23,Efectivo_Agente
CLI_016687,postpago,7,True,True,OFE_006,False,False,True,OFE_004,90.87,18-25,La Libertad,True,25.24,171.98,27.0,5.57,203.01,6.71,4,4,8,Digital,Noche,30,Debito_Automatico
CLI_016688,postpago,9,True,False,sin_servicio_hogar,False,False,False,OFE_021,269.1,36-45,Lima,True,61.4,111.76,18.03,22.05,213.25,42.1,5,1,7,Call_Out,Tarde,28,Efectivo_Agente
CLI_016689,postpago,61,True,True,OFE_010,True,False,True,OFE_002,140.16,26-35,Piura,True,64.33,214.55,1.28,25.09,271.3,26.25,5,1,41,Digital,Noche,17,Debito_Automatico
CLI_016690,prepago,109,True,False,sin_servicio_hogar,False,False,False,OFE_017,226.36,65+,Cusco,True,62.71,975.2,17.36,27.18,108.3,35.12,0,1,43,Tienda,Tarde,27,Debito_Automatico
CLI_016691,postpago,4,True,False,sin_servicio_hogar,False,False,False,OFE_005,21.76,65+,Lima,False,92.74,648.3,18.62,5.18,143.02,12.23,4,1,29,Digital,Tarde,20,App_MiMovistar
CLI_016692,prepago,93,True,True,OFE_007,True,False,False,OFE_003,62.12,18-25,Piura,True,49.41,984.58,20.08,11.41,204.28,21.79,6,1,40,Call_In,Tarde,23,Debito_Automatico
CLI_016693,no_aplica,69,False,True,OFE_007,True,False,False,OFE_016,89.11,18-25,Lima,False,0.0,0.0,0.0,0.0,255.31,39.32,0,4,31,Call_Out,Tarde,-1,Debito_Automatico
CLI_016694,postpago,22,True,True,OFE_008,False,False,True,OFE_022,45.36,26-35,Lima,True,34.35,202.07,46.54,8.43,135.56,9.03,6,3,9,Call_In,Manana,24,Efectivo_Agente
CLI_016695,postpago,12,True,True,OFE_006,True,False,True,OFE_005,136.09,18-25,Arequipa,True,93.16,366.15,23.52,14.71,198.37,28.21,1,3,33,Digital,Tarde,29,Banca_Movil
CLI_016696,prepago,81,True,False,sin_servicio_hogar,False,False,False,OFE_014,273.68,56-65,Lima,False,4.83,886.88,45.81,4.23,276.49,24.99,5,3,29,Call_Out,Manana,21,Debito_Automatico
CLI_016697,prepago,97,True,True,OFE_015,True,False,False,OFE_020,52.61,46-55,La Libertad,True,88.54,309.24,45.68,14.04,87.51,7.77,4,0,32,Digital,Tarde,23,Banca_Movil
CLI_016698,postpago,37,True,True,OFE_012,True,True,False,OFE_012,55.37,65+,Cusco,True,38.99,665.84,40.61,12.44,215.77,2.31,4,3,33,Digital,Noche,13,Efectivo_Agente
CLI_016699,postpago,100,True,False,sin_servicio_hogar,False,False,False,OFE_004,264.37,26-35,Piura,True,57.33,193.53,23.66,27.0,133.38,3.96,4,3,43,Call_Out,Manana,10,Efectivo_Agente
CLI_016700,postpago,83,True,True,OFE_009,True,False,True,OFE_003,260.9,46-55,Lima,False,27.71,475.39,30.57,3.88,145.32,27.64,1,4,19,Call_In,Tarde,26,Efectivo_Agente
CLI_016701,postpago,62,True,False,sin_servicio_hogar,False,False,False,OFE_019,206.24,65+,Cusco,False,9.19,644.0,34.88,13.0,66.09,1.89,5,4,11,Call_In,Tarde,27,App_MiMovistar
CLI_016702,prepago,72,True,False,sin_servicio_hogar,False,False,False,OFE_005,262.13,65+,Arequipa,False,37.87,425.39,43.14,7.76,281.04,13.13,3,1,4,Call_In,Noche,21,Debito_Automatico
CLI_016703,no_aplica,72,False,True,OFE_010,True,False,False,OFE_015,149.75,46-55,Piura,False,0.0,0.0,0.0,0.0,191.33,38.35,5,3,46,Call_In,Manana,-1,Efectivo_Agente
CLI_016704,prepago,93,True,True,OFE_016,True,False,False,OFE_018,249.97,56-65,Arequipa,False,79.42,564.76,22.14,6.69,108.66,33.7,5,1,26,Digital,Tarde,20,Efectivo_Agente
CLI_016705,postpago,25,True,False,sin_servicio_hogar,False,False,False,OFE_001,58.4,18-25,La Libertad,True,94.25,35.01,12.9,24.83,103.24,23.7,6,4,29,Call_Out,Noche,15,Efectivo_Agente
CLI_016706,postpago,81,True,False,sin_servicio_hogar,False,False,False,OFE_017,176.73,36-45,Lima,False,23.13,951.12,13.6,3.15,271.12,10.67,4,4,34,Call_Out,Tarde,28,Efectivo_Agente
CLI_016707,prepago,61,True,True,OFE_008,True,False,False,OFE_004,193.21,36-45,Arequipa,False,7.75,210.16,42.65,6.71,281.18,20.23,4,3,7,Digital,Tarde,25,Efectivo_Agente
CLI_016708,postpago,83,True,True,OFE_009,True,False,True,OFE_021,25.1,65+,La Libertad,True,93.35,553.33,26.6,25.63,278.77,32.97,3,1,37,Call_In,Manana,24,App_MiMovistar
CLI_016709,no_aplica,106,False,True,OFE_008,False,False,False,OFE_010,160.07,36-45,Lima,True,0.0,0.0,0.0,0.0,185.55,23.8,2,2,29,Tienda,Manana,-1,App_MiMovistar
CLI_016710,postpago,83,True,False,sin_servicio_hogar,False,False,False,OFE_020,21.4,36-45,Cusco,False,24.24,731.79,7.26,19.13,109.51,28.45,4,4,39,Tienda,Noche,14,Banca_Movil
CLI_016711,no_aplica,105,False,True,OFE_007,True,False,False,OFE_009,252.93,18-25,Piura,True,0.0,0.0,0.0,0.0,87.56,22.27,1,0,1,Digital,Noche,-1,Banca_Movil
CLI_016712,postpago,59,True,True,OFE_006,True,False,True,OFE_021,87.91,26-35,Cusco,True,61.16,615.48,37.91,29.69,293.62,27.8,6,0,12,Call_In,Tarde,21,Efectivo_Agente
CLI_016713,postpago,93,True,False,sin_servicio_hogar,False,False,False,OFE_002,233.37,18-25,Lima,False,24.48,324.34,29.43,2.07,271.45,29.25,5,2,8,Digital,Manana,20,Debito_Automatico
CLI_016714,no_aplica,15,False,True,OFE_008,True,False,False,OFE_006,242.36,18-25,Lima,False,0.0,0.0,0.0,0.0,86.7,23.76,2,4,13,Call_Out,Tarde,-1,Efectivo_Agente
CLI_016715,prepago,111,True,True,OFE_009,True,False,False,OFE_014,128.24,26-35,Lima,False,99.92,30.06,22.28,21.83,259.6,24.57,2,3,32,Call_In,Tarde,30,Debito_Automatico
CLI_016716,postpago,45,True,True,OFE_009,True,False,True,OFE_014,133.63,56-65,Lima,False,9.13,119.65,2.42,11.52,21.97,21.32,2,4,37,Call_Out,Manana,29,Efectivo_Agente
CLI_016717,postpago,92,True,True,OFE_008,True,False,True,OFE_020,224.97,26-35,Piura,True,2.94,877.0,33.72,8.03,144.72,6.68,2,1,18,Call_In,Manana,16,Efectivo_Agente
CLI_016718,postpago,85,True,False,sin_servicio_hogar,False,False,False,OFE_002,83.39,46-55,Cusco,True,69.08,599.13,4.6,20.37,199.25,40.41,1,0,46,Call_Out,Noche,29,Efectivo_Agente
CLI_016719,postpago,22,True,True,OFE_010,True,False,True,OFE_004,91.1,36-45,Arequipa,False,92.71,577.43,41.39,29.67,81.12,1.99,3,0,28,Tienda,Noche,30,Banca_Movil
CLI_016720,prepago,1,True,True,OFE_007,True,False,False,OFE_005,175.91,36-45,Lima,True,23.44,91.13,42.19,17.19,65.93,19.15,3,0,15,Digital,Tarde,13,App_MiMovistar
CLI_016721,postpago,65,True,True,OFE_009,True,False,True,OFE_005,97.64,36-45,La Libertad,True,29.9,965.09,49.57,17.91,67.93,27.07,6,1,30,Tienda,Noche,23,Efectivo_Agente
CLI_016722,prepago,1,True,True,OFE_016,True,False,False,OFE_017,238.15,46-55,Lima,True,7.66,544.88,14.88,8.4,102.62,3.31,1,1,10,Call_Out,Tarde,10,Banca_Movil
CLI_016723,prepago,104,True,True,OFE_016,True,False,False,OFE_003,63.04,65+,Arequipa,True,50.63,958.5,14.56,18.25,92.72,3.1,5,4,33,Call_Out,Fin_de_semana,18,Debito_Automatico
CLI_016724,postpago,94,True,True,OFE_015,True,False,True,OFE_022,67.91,56-65,La Libertad,True,56.02,350.07,14.56,16.78,32.75,16.21,3,1,8,Tienda,Manana,29,App_MiMovistar
CLI_016725,no_aplica,51,False,True,OFE_015,True,False,False,OFE_016,89.7,46-55,Lima,True,0.0,0.0,0.0,0.0,218.97,33.63,6,4,0,Digital,Tarde,-1,App_MiMovistar
CLI_016726,postpago,103,True,True,OFE_009,True,False,True,OFE_001,239.29,26-35,Arequipa,True,97.08,739.34,36.82,24.18,156.68,18.02,6,4,15,Tienda,Manana,10,Banca_Movil
CLI_016727,postpago,22,True,False,sin_servicio_hogar,False,False,False,OFE_003,23.85,65+,Lima,True,64.93,524.18,18.08,19.94,30.9,39.45,5,4,41,Tienda,Manana,28,App_MiMovistar
CLI_016728,prepago,5,True,True,OFE_010,True,False,False,OFE_021,64.85,36-45,Cusco,False,82.49,765.28,35.62,29.55,238.91,2.72,1,2,35,Digital,Fin_de_semana,16,Efectivo_Agente
CLI_016729,no_aplica,22,False,True,OFE_010,False,False,False,OFE_007,257.03,65+,La Libertad,False,0.0,0.0,0.0,0.0,23.22,34.67,0,0,7,Call_Out,Manana,-1,Debito_Automatico
CLI_016730,postpago,54,True,True,OFE_016,True,False,True,OFE_022,30.33,18-25,La Libertad,True,14.4,573.78,14.96,25.27,151.09,33.04,3,4,7,Call_In,Manana,12,Efectivo_Agente
CLI_016731,postpago,62,True,True,OFE_015,True,False,True,OFE_014,223.05,65+,Arequipa,False,63.65,386.98,23.59,15.53,193.35,8.98,4,3,48,Digital,Tarde,25,App_MiMovistar
CLI_016732,postpago,74,True,False,sin_servicio_hogar,False,False,False,OFE_002,264.01,36-45,Lima,False,15.56,147.64,22.3,15.12,88.92,42.86,2,2,26,Call_In,Fin_de_semana,29,App_MiMovistar
CLI_016733,postpago,27,True,False,sin_servicio_hogar,False,False,False,OFE_014,290.65,36-45,Arequipa,True,98.16,416.27,1.35,3.58,287.23,25.9,0,0,17,Call_In,Tarde,20,Debito_Automatico
CLI_016734,postpago,8,True,True,OFE_015,True,False,True,OFE_005,263.41,46-55,La Libertad,True,82.45,645.9,21.88,20.65,223.44,39.49,1,4,30,Digital,Manana,20,App_MiMovistar
CLI_016735,postpago,45,True,False,sin_servicio_hogar,False,False,False,OFE_019,154.21,65+,La Libertad,True,89.2,565.18,29.59,21.93,230.72,25.27,6,1,35,Tienda,Tarde,29,Efectivo_Agente
CLI_016736,postpago,68,True,True,OFE_007,True,False,True,OFE_004,181.08,56-65,Lima,False,71.15,245.86,22.77,25.49,130.63,31.16,1,0,36,Call_In,Manana,15,App_MiMovistar
CLI_016737,postpago,19,True,False,sin_servicio_hogar,False,False,False,OFE_021,52.57,36-45,Lima,True,84.61,807.36,15.68,27.14,127.18,23.7,2,3,29,Call_Out,Manana,17,Efectivo_Agente
CLI_016738,postpago,85,True,False,sin_servicio_hogar,False,False,False,OFE_022,249.23,46-55,Piura,True,41.22,234.85,8.11,15.01,116.66,8.21,5,0,4,Digital,Manana,18,App_MiMovistar
CLI_016739,no_aplica,27,False,True,OFE_006,True,False,False,OFE_006,279.2,65+,Cusco,True,0.0,0.0,0.0,0.0,155.99,14.87,4,3,24,Digital,Tarde,-1,Debito_Automatico
CLI_016740,postpago,118,True,True,OFE_015,True,False,True,OFE_014,36.52,18-25,La Libertad,False,19.3,604.6,0.24,11.86,121.6,35.61,0,2,27,Digital,Manana,24,Debito_Automatico
CLI_016741,prepago,111,True,False,sin_servicio_hogar,False,False,False,OFE_004,262.85,65+,La Libertad,False,93.33,407.76,42.19,26.16,191.44,21.91,2,0,5,Call_Out,Tarde,23,Efectivo_Agente
CLI_016742,postpago,75,True,True,OFE_010,True,False,True,OFE_001,282.46,56-65,La Libertad,True,58.91,102.72,45.98,15.79,274.9,39.61,2,2,45,Tienda,Manana,11,Debito_Automatico
CLI_016743,prepago,84,True,True,OFE_010,True,False,False,OFE_001,104.98,36-45,Lima,False,60.69,623.65,38.07,25.35,236.01,41.47,2,4,0,Digital,Manana,21,App_MiMovistar
CLI_016744,prepago,57,True,True,OFE_007,True,False,False,OFE_001,294.78,26-35,Piura,False,53.95,142.11,22.14,22.12,219.86,44.31,2,4,2,Tienda,Tarde,21,Banca_Movil
CLI_016745,no_aplica,107,False,True,OFE_006,False,False,False,OFE_008,34.19,65+,Arequipa,True,0.0,0.0,0.0,0.0,260.72,12.11,1,4,22,Call_In,Manana,-1,Efectivo_Agente
CLI_016746,prepago,11,True,True,OFE_016,True,False,False,OFE_019,124.32,36-45,Lima,True,52.8,923.66,32.56,11.09,135.39,34.02,4,2,20,Call_Out,Manana,15,Efectivo_Agente
CLI_016747,prepago,2,True,False,sin_servicio_hogar,False,False,False,OFE_004,174.43,56-65,Cusco,False,39.21,130.24,29.26,9.23,265.12,25.97,6,4,21,Digital,Tarde,22,App_MiMovistar
CLI_016748,postpago,21,True,False,sin_servicio_hogar,False,False,False,OFE_017,91.83,56-65,Cusco,False,32.16,148.97,25.14,8.64,90.54,23.9,6,3,16,Call_Out,Noche,15,App_MiMovistar
CLI_016749,postpago,114,True,True,OFE_008,True,False,True,OFE_020,61.34,36-45,Cusco,True,99.63,84.39,1.37,29.6,79.89,2.45,4,0,8,Call_Out,Tarde,29,Debito_Automatico
CLI_016750,postpago,30,True,False,sin_servicio_hogar,False,False,False,OFE_001,50.62,56-65,Lima,False,41.92,846.43,22.89,17.42,225.4,44.63,0,2,7,Call_Out,Manana,29,Debito_Automatico
CLI_016751,postpago,103,True,False,sin_servicio_hogar,False,False,False,OFE_017,143.29,26-35,Lima,True,48.59,102.39,31.01,2.14,216.34,15.04,2,3,44,Tienda,Tarde,29,Banca_Movil
CLI_016752,postpago,109,True,True,OFE_010,True,False,True,OFE_003,236.85,18-25,Piura,False,28.06,484.6,20.25,5.8,251.25,2.69,0,1,21,Call_In,Manana,11,App_MiMovistar
CLI_016753,postpago,98,True,True,OFE_012,True,True,False,OFE_012,294.59,18-25,Piura,True,51.1,336.56,41.88,28.46,176.05,20.54,2,1,18,Tienda,Manana,19,Banca_Movil
CLI_016754,postpago,56,True,False,sin_servicio_hogar,False,False,False,OFE_003,48.65,36-45,Lima,True,97.82,611.33,15.92,14.49,80.38,15.43,6,1,16,Tienda,Noche,28,Efectivo_Agente
CLI_016755,postpago,41,True,True,OFE_016,True,False,True,OFE_017,116.13,18-25,Arequipa,True,26.35,609.04,11.95,0.67,23.3,6.67,3,0,39,Call_In,Fin_de_semana,19,Efectivo_Agente
CLI_016756,no_aplica,90,False,True,OFE_008,True,False,False,OFE_015,171.42,18-25,La Libertad,False,0.0,0.0,0.0,0.0,103.55,20.89,0,1,16,Call_Out,Noche,-1,Banca_Movil
CLI_016757,no_aplica,29,False,True,OFE_007,True,False,False,OFE_016,172.33,26-35,Cusco,True,0.0,0.0,0.0,0.0,179.08,32.8,0,1,26,Digital,Tarde,-1,App_MiMovistar
CLI_016758,postpago,63,True,True,OFE_007,True,False,True,OFE_022,188.89,26-35,Lima,True,34.28,35.61,34.55,13.22,137.25,37.42,1,3,29,Call_In,Tarde,16,App_MiMovistar
CLI_016759,postpago,102,True,True,OFE_011,True,True,False,OFE_011,130.45,26-35,Lima,True,95.59,996.71,3.26,14.61,204.05,20.05,3,2,4,Call_In,Tarde,13,App_MiMovistar
CLI_016760,no_aplica,62,False,True,OFE_007,True,False,False,OFE_009,154.88,65+,Piura,True,0.0,0.0,0.0,0.0,143.18,15.61,5,2,13,Call_Out,Tarde,-1,Efectivo_Agente
CLI_016761,postpago,13,True,True,OFE_009,True,False,True,OFE_019,125.75,65+,Cusco,False,61.67,166.05,1.11,21.55,186.44,42.43,0,2,43,Call_Out,Noche,24,Efectivo_Agente
CLI_016762,postpago,81,True,True,OFE_015,True,False,True,OFE_002,177.06,36-45,Cusco,False,13.73,327.51,37.35,29.48,105.87,34.64,1,4,25,Tienda,Manana,17,Efectivo_Agente
CLI_016763,postpago,104,True,True,OFE_010,True,False,True,OFE_021,204.64,26-35,Lima,True,89.82,308.15,35.85,22.3,293.32,29.62,6,0,7,Digital,Noche,11,Debito_Automatico
CLI_016764,postpago,81,True,False,sin_servicio_hogar,False,False,False,OFE_005,54.63,26-35,Cusco,True,10.81,268.87,2.4,19.85,169.91,11.92,4,2,10,Tienda,Noche,14,App_MiMovistar
CLI_016765,postpago,70,True,False,sin_servicio_hogar,False,False,False,OFE_019,243.15,56-65,Piura,True,34.73,645.83,12.66,6.59,94.2,7.78,0,0,26,Call_Out,Manana,20,Banca_Movil
CLI_016766,postpago,73,True,True,OFE_012,True,True,False,OFE_012,259.78,36-45,Lima,True,48.53,781.86,42.82,24.16,48.19,34.54,2,3,38,Tienda,Tarde,11,App_MiMovistar
CLI_016767,postpago,108,True,False,sin_servicio_hogar,False,False,False,OFE_020,283.02,18-25,Piura,False,69.37,762.18,46.6,10.24,41.79,30.18,1,0,39,Call_In,Tarde,28,Banca_Movil
CLI_016768,postpago,14,True,True,OFE_006,True,False,True,OFE_022,68.25,56-65,Piura,False,36.5,693.9,3.89,0.07,159.98,23.36,0,0,25,Tienda,Tarde,16,Banca_Movil
CLI_016769,prepago,24,True,False,sin_servicio_hogar,False,False,False,OFE_018,179.25,18-25,Piura,True,14.63,731.09,35.82,16.84,169.17,9.55,5,0,1,Tienda,Manana,24,App_MiMovistar
CLI_016770,no_aplica,89,False,True,OFE_008,True,False,False,OFE_008,54.84,18-25,Lima,False,0.0,0.0,0.0,0.0,190.78,5.27,5,1,1,Call_Out,Tarde,-1,Efectivo_Agente
