cliente_id,tipo_cliente,antiguedad_meses,tiene_movil,tiene_hogar,oferta_hogar_id,tiene_internet_hogar,es_movistar_total,elegible_mt,plan_actual_id,monto_facturado_prom,edad_rango,ubicacion_departamento,es_usuario_app,consumo_datos_gb_prom,consumo_voz_min_prom,consumo_sms_prom,uso_app_movistar_prom,monto_facturado_prom_6m,dias_mora_prom,meses_moroso,n_reclamos,n_actividad_canal,canal_mas_usado,mejor_franja_horaria_contacto,dias_agotamiento_datos_promedio,metodo_pago_frecuente,provincia,id_provincia,id_departamento
CLI_018413,postpago,11,True,True,OFE_007,True,False,True,OFE_001,243.53,18-25,Piura,False,6.77,727.78,48.91,1.01,278.91,16.05,1,4,49,Tienda,Tarde,26,Debito_Automatico,Talara,TALARA,PIURA
CLI_017338,postpago,101,True,True,OFE_006,False,False,True,OFE_001,74.5,26-35,Lima,False,43.28,21.71,25.6,26.74,259.02,0.75,2,1,10,Tienda,Noche,29,Efectivo_Agente,Yauyos,YAUYOS,LIMA
CLI_031693,postpago,114,True,False,sin_servicio_hogar,False,False,False,OFE_014,43.59,18-25,La Libertad,False,76.38,641.39,20.46,22.59,174.79,10.62,6,1,24,Digital,Manana,26,Banca_Movil,Trujillo,TRUJILLO,LA_LIBERTAD
CLI_014248,no_aplica,55,False,True,OFE_007,True,False,False,OFE_015,66.08,65+,Arequipa,False,0.0,0.0,0.0,0.0,33.51,36.49,5,0,48,Digital,Noche,-1,App_MiMovistar,Islay,ISLAY,AREQUIPA
CLI_047869,postpago,38,True,True,OFE_016,False,False,True,OFE_021,123.28,56-65,La Libertad,True,62.28,353.6,25.13,18.09,64.5,33.95,4,3,41,Call_In,Noche,23,App_MiMovistar,Pataz,PATAZ,LA_LIBERTAD
CLI_019738,no_aplica,48,False,True,OFE_006,True,False,False,OFE_007,22.27,18-25,Piura,True,0.0,0.0,0.0,0.0,136.95,20.83,2,2,27,Call_In,Noche,-1,Efectivo_Agente,Sullana,SULLANA,PIURA
CLI_072825,postpago,49,True,True,OFE_016,True,False,True,OFE_019,60.75,36-45,Piura,False,8.78,752.47,49.54,1.82,111.49,26.12,4,2,1,Call_In,Manana,28,Banca_Movil,Piura,PIURA,PIURA
CLI_090538,postpago,5,True,True,OFE_016,True,False,True,OFE_004,225.72,46-55,Lima,False,93.34,431.51,32.38,27.16,152.46,10.9,3,4,4,Tienda,Tarde,22,Debito_Automatico,Lima,LIMA,LIMA
CLI_008589,postpago,108,True,True,OFE_010,True,False,True,OFE_018,139.38,26-35,Piura,False,56.42,856.73,31.71,2.77,264.61,7.48,5,1,6,Digital,Manana,17,Debito_Automatico,Piura,PIURA,PIURA
CLI_075124,postpago,67,True,True,OFE_008,True,False,True,OFE_005,109.01,36-45,Cusco,True,18.33,640.85,1.2,9.1,164.89,13.65,1,3,43,Digital,Manana,30,Banca_Movil,Cusco,CUSCO,CUSCO
CLI_061662,no_aplica,65,False,True,OFE_009,False,False,False,OFE_015,119.02,36-45,Lima,True,0.0,0.0,0.0,0.0,281.56,11.45,2,3,46,Tienda,Noche,-1,App_MiMovistar,Lima,LIMA,LIMA
CLI_061220,postpago,67,True,True,OFE_008,True,False,True,OFE_004,65.89,26-35,La Libertad,True,85.99,452.29,37.21,5.82,207.21,32.35,3,1,30,Call_In,Manana,25,Efectivo_Agente,Trujillo,TRUJILLO,LA_LIBERTAD
CLI_019403,postpago,61,True,True,OFE_016,True,False,True,OFE_001,118.78,36-45,Arequipa,True,57.38,180.22,32.94,25.33,273.75,3.16,5,0,17,Digital,Tarde,11,Banca_Movil,Islay,ISLAY,AREQUIPA
CLI_032716,postpago,60,True,True,OFE_015,False,False,True,OFE_005,148.19,65+,Lima,False,72.18,840.85,4.07,2.38,87.11,8.01,3,0,13,Digital,Noche,11,App_MiMovistar,Barranca,BARRANCA,LIMA
CLI_052570,prepago,105,True,True,OFE_007,False,False,False,OFE_017,263.78,46-55,Arequipa,True,4.02,443.29,42.51,3.91,222.01,37.93,6,4,12,Digital,Tarde,12,Efectivo_Agente,Camana,CAMANA,AREQUIPA
CLI_026335,postpago,43,True,True,OFE_016,True,False,True,OFE_019,151.13,26-35,Cusco,False,29.62,511.12,46.38,12.71,93.39,1.94,5,2,35,Call_Out,Tarde,26,Banca_Movil,Urubamba,URUBAMBA,CUSCO
CLI_003734,prepago,43,True,False,sin_servicio_hogar,False,False,False,OFE_018,209.44,46-55,Arequipa,False,99.2,784.69,0.18,26.29,108.31,17.73,1,0,2,Digital,Tarde,19,Debito_Automatico,Caylloma,CAYLLOMA,AREQUIPA
CLI_022915,postpago,117,True,True,OFE_006,True,False,True,OFE_022,53.51,36-45,Arequipa,True,6.24,435.67,41.15,18.69,34.82,5.16,5,4,39,Call_Out,Tarde,20,Debito_Automatico,Arequipa,AREQUIPA,AREQUIPA
CLI_093505,postpago,64,True,True,OFE_006,True,False,True,OFE_002,186.8,18-25,Piura,False,96.33,14.79,0.66,27.53,148.52,23.75,6,4,13,Call_In,Manana,17,Debito_Automatico,Piura,PIURA,PIURA
CLI_057336,postpago,29,True,False,sin_servicio_hogar,False,False,False,OFE_004,95.34,36-45,Arequipa,False,67.51,352.67,40.91,21.78,127.52,13.83,0,1,41,Tienda,Noche,26,Banca_Movil,Arequipa,AREQUIPA,AREQUIPA
CLI_023343,prepago,39,True,True,OFE_009,True,False,False,OFE_005,150.24,46-55,Lima,False,18.06,747.83,7.64,2.8,72.99,4.75,3,1,1,Digital,Noche,12,App_MiMovistar,Lima,LIMA,LIMA
CLI_055013,postpago,63,True,False,sin_servicio_hogar,False,False,False,OFE_003,62.57,46-55,Arequipa,False,37.82,619.66,14.62,20.3,32.03,7.19,4,3,35,Digital,Manana,24,App_MiMovistar,Arequipa,AREQUIPA,AREQUIPA
CLI_035430,postpago,76,True,False,sin_servicio_hogar,False,False,False,OFE_020,296.86,26-35,Lima,True,70.91,782.66,38.45,13.84,22.81,35.55,1,2,29,Digital,Fin_de_semana,26,Banca_Movil,Lima,LIMA,LIMA
CLI_020975,postpago,35,True,False,sin_servicio_hogar,False,False,False,OFE_003,180.83,56-65,Lima,True,31.89,628.82,10.66,6.83,256.14,24.97,3,4,7,Call_In,Manana,24,Banca_Movil,Huarochiri,HUAROCHIRI,LIMA
CLI_086740,postpago,105,True,False,sin_servicio_hogar,False,False,False,OFE_022,162.9,65+,Lima,False,12.06,999.73,43.68,19.48,75.48,43.77,6,4,38,Tienda,Noche,11,App_MiMovistar,Lima,LIMA,LIMA
CLI_069041,prepago,83,True,True,OFE_009,True,False,False,OFE_004,225.05,36-45,Piura,False,75.75,182.76,26.66,17.65,196.27,13.76,4,3,12,Call_Out,Manana,15,Debito_Automatico,Sullana,SULLANA,PIURA
CLI_046378,postpago,109,True,True,OFE_007,True,False,True,OFE_004,242.2,18-25,Piura,True,58.23,882.11,10.46,15.59,38.49,25.49,1,2,26,Call_In,Tarde,19,App_MiMovistar,Piura,PIURA,PIURA
CLI_086017,postpago,24,True,True,OFE_015,True,False,True,OFE_021,97.01,26-35,Piura,True,1.72,416.93,35.97,20.33,80.93,19.5,2,1,20,Call_In,Manana,22,App_MiMovistar,Sullana,SULLANA,PIURA
CLI_068003,prepago,93,True,True,OFE_009,True,False,False,OFE_014,159.08,26-35,Lima,True,55.44,312.87,19.2,28.79,245.62,12.98,3,3,10,Call_In,Tarde,28,Efectivo_Agente,Huaura,HUAURA,LIMA
CLI_049471,postpago,19,True,False,sin_servicio_hogar,False,False,False,OFE_020,199.21,26-35,Piura,False,49.19,177.28,8.39,22.34,149.23,16.96,4,4,40,Call_Out,Tarde,23,Efectivo_Agente,Sullana,SULLANA,PIURA
CLI_070437,no_aplica,80,False,True,OFE_007,True,False,False,OFE_007,37.91,36-45,Lima,False,0.0,0.0,0.0,0.0,120.07,17.71,0,3,8,Call_In,Manana,-1,Debito_Automatico,Lima,LIMA,LIMA
CLI_053869,postpago,96,True,True,OFE_016,True,False,True,OFE_017,97.04,36-45,Lima,True,47.73,264.46,5.58,16.09,27.55,41.43,6,2,30,Call_Out,Tarde,15,Banca_Movil,Cañete,CAÑETE,LIMA
CLI_016580,postpago,6,True,True,OFE_015,True,False,True,OFE_014,283.96,36-45,Lima,False,60.15,366.42,25.97,15.1,51.46,42.23,4,2,19,Digital,Tarde,10,Efectivo_Agente,Lima,LIMA,LIMA
CLI_061758,postpago,66,True,True,OFE_007,True,False,True,OFE_017,105.52,18-25,La Libertad,True,40.27,530.78,32.34,20.39,113.98,31.48,1,2,4,Call_Out,Tarde,29,Efectivo_Agente,Sanchez Carrion,SANCHEZ_CARRION,LA_LIBERTAD
CLI_032853,postpago,38,True,False,sin_servicio_hogar,False,False,False,OFE_001,199.48,46-55,Arequipa,False,80.58,138.93,1.16,15.15,168.56,11.19,1,4,46,Tienda,Tarde,16,Banca_Movil,Arequipa,AREQUIPA,AREQUIPA
CLI_039924,postpago,82,True,False,sin_servicio_hogar,False,False,False,OFE_005,228.05,18-25,Piura,True,28.57,274.33,9.45,12.83,75.72,13.6,3,4,14,Tienda,Manana,12,Efectivo_Agente,Piura,PIURA,PIURA
CLI_063421,no_aplica,45,False,True,OFE_007,True,False,False,OFE_016,139.77,65+,Lima,True,0.0,0.0,0.0,0.0,137.23,17.1,1,0,4,Digital,Fin_de_semana,-1,App_MiMovistar,Barranca,BARRANCA,LIMA
CLI_020198,postpago,27,True,True,OFE_013,True,True,False,OFE_013,63.59,46-55,Lima,False,19.63,638.58,43.14,20.27,244.68,19.23,6,1,33,Call_In,Manana,11,Debito_Automatico,Lima,LIMA,LIMA
CLI_005474,postpago,48,True,True,OFE_009,True,False,True,OFE_019,248.6,65+,Arequipa,True,43.55,333.67,44.58,22.75,179.65,19.48,6,3,16,Call_Out,Manana,13,Debito_Automatico,Arequipa,AREQUIPA,AREQUIPA
CLI_060200,prepago,113,True,False,sin_servicio_hogar,False,False,False,OFE_002,190.91,65+,Lima,True,16.16,769.85,8.11,25.84,295.85,38.54,3,3,1,Call_In,Manana,17,Efectivo_Agente,Lima,LIMA,LIMA
CLI_075112,postpago,82,True,False,sin_servicio_hogar,False,False,False,OFE_021,144.94,46-55,La Libertad,True,4.18,59.77,19.95,14.93,290.38,15.67,6,1,17,Tienda,Tarde,13,Efectivo_Agente,Pataz,PATAZ,LA_LIBERTAD
CLI_035837,postpago,8,True,False,sin_servicio_hogar,False,False,False,OFE_005,198.27,46-55,Piura,False,25.49,630.93,19.24,1.4,143.67,3.47,4,3,26,Digital,Noche,27,Efectivo_Agente,Piura,PIURA,PIURA
CLI_063236,prepago,119,True,True,OFE_006,True,False,False,OFE_002,109.67,36-45,Piura,False,11.26,612.42,32.7,26.63,185.71,18.8,0,2,30,Call_In,Noche,19,Debito_Automatico,Piura,PIURA,PIURA
CLI_029516,prepago,49,True,True,OFE_016,True,False,False,OFE_005,113.22,56-65,Arequipa,True,54.38,920.33,33.91,20.36,284.98,27.05,3,0,45,Call_In,Noche,24,Efectivo_Agente,Arequipa,AREQUIPA,AREQUIPA
CLI_061671,no_aplica,67,False,True,OFE_007,True,False,False,OFE_010,65.87,18-25,La Libertad,True,0.0,0.0,0.0,0.0,174.73,44.5,0,2,21,Tienda,Tarde,-1,Efectivo_Agente,Trujillo,TRUJILLO,LA_LIBERTAD
CLI_092209,postpago,9,True,False,sin_servicio_hogar,False,False,False,OFE_004,63.96,18-25,Lima,False,43.52,989.1,1.6,29.63,167.04,34.83,4,4,5,Call_Out,Manana,29,Efectivo_Agente,Huaura,HUAURA,LIMA
CLI_041694,postpago,59,True,False,sin_servicio_hogar,False,False,False,OFE_017,277.77,65+,Cusco,True,99.88,94.06,3.24,26.56,53.07,44.86,6,1,44,Digital,Noche,20,Efectivo_Agente,Cusco,CUSCO,CUSCO
CLI_026566,no_aplica,103,False,True,OFE_009,True,False,False,OFE_007,36.91,36-45,Piura,True,0.0,0.0,0.0,0.0,133.74,6.83,4,1,35,Call_Out,Noche,-1,Efectivo_Agente,Sullana,SULLANA,PIURA
CLI_092752,prepago,67,True,True,OFE_008,False,False,False,OFE_021,159.29,18-25,Lima,False,48.63,220.81,27.83,8.43,257.89,12.7,6,2,13,Digital,Tarde,22,Debito_Automatico,Cañete,CAÑETE,LIMA
CLI_084606,prepago,20,True,True,OFE_010,False,False,False,OFE_001,239.85,26-35,Piura,True,82.11,417.22,5.24,4.87,80.27,1.75,3,4,25,Tienda,Noche,17,Efectivo_Agente,Talara,TALARA,PIURA
CLI_036589,no_aplica,17,False,True,OFE_009,True,False,False,OFE_009,138.66,18-25,La Libertad,True,0.0,0.0,0.0,0.0,144.95,9.13,2,4,30,Call_Out,Manana,-1,App_MiMovistar,Trujillo,TRUJILLO,LA_LIBERTAD
CLI_084242,postpago,108,True,True,OFE_011,True,True,False,OFE_011,169.03,26-35,Piura,True,68.62,482.7,39.96,27.55,70.33,5.94,0,2,42,Digital,Fin_de_semana,29,Efectivo_Agente,Piura,PIURA,PIURA
CLI_037941,postpago,45,True,False,sin_servicio_hogar,False,False,False,OFE_021,176.64,56-65,Lima,True,52.74,355.97,44.02,17.26,138.59,16.01,5,2,43,Digital,Noche,21,Efectivo_Agente,Lima,LIMA,LIMA
CLI_085998,postpago,117,True,True,OFE_006,True,False,True,OFE_019,66.71,18-25,Lima,True,28.15,391.61,14.6,13.19,57.07,29.91,5,4,19,Call_In,Noche,27,Banca_Movil,Huarochiri,HUAROCHIRI,LIMA
CLI_016695,postpago,12,True,True,OFE_006,True,False,True,OFE_005,136.09,18-25,Arequipa,True,93.16,366.15,23.52,14.71,198.37,28.21,1,3,33,Digital,Tarde,29,Banca_Movil,Arequipa,AREQUIPA,AREQUIPA
CLI_072157,postpago,26,True,True,OFE_008,True,False,True,OFE_020,151.22,46-55,Piura,True,17.35,424.85,30.79,0.03,31.91,17.54,3,2,9,Tienda,Manana,30,App_MiMovistar,Ayabaca,AYABACA,PIURA
CLI_012581,postpago,51,True,True,OFE_006,True,False,True,OFE_018,171.18,46-55,Piura,True,67.59,562.79,24.27,26.58,82.57,39.27,6,3,26,Call_Out,Noche,10,Efectivo_Agente,Ayabaca,AYABACA,PIURA
CLI_097434,prepago,119,True,True,OFE_006,True,False,False,OFE_022,43.15,46-55,Cusco,False,11.0,939.01,38.67,7.96,30.28,29.54,6,4,20,Call_Out,Fin_de_semana,24,App_MiMovistar,Quispicanchi,QUISPICANCHI,CUSCO
CLI_024315,postpago,102,True,False,sin_servicio_hogar,False,False,False,OFE_003,41.58,26-35,Lima,False,48.43,650.08,29.57,6.16,210.87,6.95,1,1,29,Digital,Tarde,22,Efectivo_Agente,Lima,LIMA,LIMA
CLI_058573,postpago,75,True,True,OFE_008,True,False,True,OFE_003,34.63,65+,Lima,False,31.29,705.91,6.29,13.71,268.7,18.44,1,0,7,Call_Out,Tarde,27,Debito_Automatico,Lima,LIMA,LIMA
CLI_029777,prepago,63,True,False,sin_servicio_hogar,False,False,False,OFE_022,60.45,18-25,Lima,False,31.43,324.9,11.5,22.8,61.95,23.1,5,0,15,Call_Out,Manana,14,App_MiMovistar,Lima,LIMA,LIMA
CLI_005549,postpago,22,True,False,sin_servicio_hogar,False,False,False,OFE_005,46.26,56-65,Arequipa,True,77.17,510.25,40.06,9.34,236.86,6.06,5,1,4,Digital,Manana,26,Efectivo_Agente,Islay,ISLAY,AREQUIPA
CLI_080797,postpago,61,True,True,OFE_016,True,False,True,OFE_004,252.89,65+,Lima,True,75.27,28.16,47.51,15.52,199.26,29.92,0,1,44,Tienda,Noche,19,App_MiMovistar,Huaura,HUAURA,LIMA
CLI_039484,postpago,40,True,False,sin_servicio_hogar,False,False,False,OFE_022,111.76,46-55,Piura,False,16.47,420.75,48.83,25.55,213.33,15.95,3,4,42,Call_In,Fin_de_semana,19,Debito_Automatico,Piura,PIURA,PIURA
CLI_009963,postpago,87,True,False,sin_servicio_hogar,False,False,False,OFE_003,236.5,65+,Lima,False,15.12,546.65,4.02,7.28,51.95,44.92,6,3,40,Call_In,Fin_de_semana,13,App_MiMovistar,Lima,LIMA,LIMA
CLI_047175,prepago,108,True,False,sin_servicio_hogar,False,False,False,OFE_004,228.87,46-55,Cusco,True,20.03,679.62,36.81,29.53,77.73,33.39,2,4,28,Call_Out,Tarde,11,App_MiMovistar,Cusco,CUSCO,CUSCO
CLI_049780,postpago,54,True,False,sin_servicio_hogar,False,False,False,OFE_003,186.64,46-55,Cusco,True,10.08,715.38,37.82,0.66,111.28,22.69,2,4,43,Tienda,Tarde,19,Efectivo_Agente,Cusco,CUSCO,CUSCO
CLI_027647,prepago,76,True,False,sin_servicio_hogar,False,False,False,OFE_004,133.76,46-55,Lima,True,45.18,730.85,39.37,0.27,240.09,44.84,1,3,46,Call_Out,Noche,21,Banca_Movil,Lima,LIMA,LIMA
CLI_032666,prepago,111,True,True,OFE_016,True,False,False,OFE_021,27.8,36-45,Lima,False,28.35,585.0,28.24,14.0,99.27,33.25,2,2,47,Call_Out,Noche,30,App_MiMovistar,Huarochiri,HUAROCHIRI,LIMA
CLI_087860,postpago,26,True,False,sin_servicio_hogar,False,False,False,OFE_004,207.99,36-45,Arequipa,True,66.28,880.81,26.47,24.81,73.77,44.59,1,4,42,Call_Out,Tarde,28,Debito_Automatico,Arequipa,AREQUIPA,AREQUIPA
CLI_019371,postpago,88,True,True,OFE_013,True,True,False,OFE_013,258.87,46-55,Lima,True,16.07,206.44,11.55,2.09,169.29,10.88,4,0,9,Call_Out,Tarde,26,Banca_Movil,Lima,LIMA,LIMA
CLI_079096,postpago,74,True,False,sin_servicio_hogar,False,False,False,OFE_002,92.94,18-25,La Libertad,True,38.63,450.63,8.4,26.49,242.54,9.82,1,0,6,Call_In,Tarde,30,App_MiMovistar,Trujillo,TRUJILLO,LA_LIBERTAD
CLI_060340,prepago,70,True,True,OFE_006,True,False,False,OFE_017,285.26,56-65,Lima,False,74.93,321.66,29.96,0.38,229.09,39.26,2,2,14,Digital,Tarde,19,Efectivo_Agente,Lima,LIMA,LIMA
CLI_053281,no_aplica,36,False,True,OFE_010,True,False,False,OFE_006,213.28,26-35,Lima,True,0.0,0.0,0.0,0.0,192.34,8.69,0,4,46,Digital,Fin_de_semana,-1,Efectivo_Agente,Yauyos,YAUYOS,LIMA
CLI_023274,postpago,112,True,False,sin_servicio_hogar,False,False,False,OFE_021,56.14,18-25,Arequipa,True,59.58,872.72,25.69,25.45,31.95,35.78,6,4,25,Tienda,Noche,23,Efectivo_Agente,Arequipa,AREQUIPA,AREQUIPA
CLI_004901,postpago,31,True,False,sin_servicio_hogar,False,False,False,OFE_022,82.11,56-65,Cusco,True,23.15,962.36,43.49,1.24,57.22,32.23,1,1,2,Call_Out,Tarde,22,Debito_Automatico,Cusco,CUSCO,CUSCO
CLI_057381,postpago,74,True,True,OFE_007,True,False,True,OFE_021,94.83,65+,Lima,False,73.0,456.02,31.17,27.29,295.65,31.59,0,1,35,Call_In,Manana,14,App_MiMovistar,Lima,LIMA,LIMA
CLI_086172,postpago,101,True,True,OFE_007,True,False,True,OFE_005,114.6,65+,La Libertad,True,86.4,100.96,48.62,21.02,144.68,9.13,2,3,12,Tienda,Fin_de_semana,30,Banca_Movil,Sanchez Carrion,SANCHEZ_CARRION,LA_LIBERTAD
CLI_019295,postpago,83,True,True,OFE_013,True,True,False,OFE_013,104.53,56-65,La Libertad,False,55.4,739.97,44.54,16.06,99.46,38.45,4,3,16,Tienda,Tarde,15,Efectivo_Agente,Trujillo,TRUJILLO,LA_LIBERTAD
CLI_058453,postpago,31,True,False,sin_servicio_hogar,False,False,False,OFE_020,293.54,26-35,Cusco,True,54.78,262.52,36.79,21.96,49.61,34.67,2,4,32,Digital,Manana,16,Banca_Movil,Cusco,CUSCO,CUSCO
CLI_054208,prepago,109,True,True,OFE_012,False,True,False,OFE_012,114.32,36-45,Arequipa,False,34.3,252.73,37.92,29.62,56.28,8.67,0,4,32,Call_In,Tarde,16,App_MiMovistar,Arequipa,AREQUIPA,AREQUIPA
CLI_072894,no_aplica,87,False,True,OFE_015,True,False,False,OFE_007,239.47,26-35,La Libertad,False,0.0,0.0,0.0,0.0,200.28,29.85,0,3,43,Tienda,Fin_de_semana,-1,App_MiMovistar,Sanchez Carrion,SANCHEZ_CARRION,LA_LIBERTAD
CLI_069509,postpago,45,True,True,OFE_015,False,False,True,OFE_005,179.71,65+,Arequipa,False,85.2,466.08,15.03,2.18,282.51,8.31,3,2,15,Call_Out,Tarde,24,Efectivo_Agente,Arequipa,AREQUIPA,AREQUIPA
CLI_062489,postpago,41,True,False,sin_servicio_hogar,False,False,False,OFE_020,284.94,18-25,Lima,False,52.8,364.34,31.47,22.19,81.68,40.46,2,0,26,Tienda,Noche,10,Efectivo_Agente,Lima,LIMA,LIMA
CLI_008960,postpago,45,True,True,OFE_008,True,False,True,OFE_005,64.24,18-25,Arequipa,False,34.31,187.12,13.86,21.78,292.87,15.42,0,0,36,Call_Out,Noche,23,Debito_Automatico,Arequipa,AREQUIPA,AREQUIPA
CLI_061140,postpago,7,True,True,OFE_007,True,False,True,OFE_002,111.07,46-55,La Libertad,False,46.55,841.23,2.08,24.32,252.31,20.69,1,1,35,Tienda,Manana,19,Banca_Movil,Trujillo,TRUJILLO,LA_LIBERTAD
CLI_035457,prepago,20,True,False,sin_servicio_hogar,False,False,False,OFE_020,190.24,46-55,La Libertad,True,43.24,736.85,10.2,3.3,188.82,34.81,4,1,29,Digital,Tarde,27,Efectivo_Agente,Trujillo,TRUJILLO,LA_LIBERTAD
CLI_019851,prepago,36,True,False,sin_servicio_hogar,False,False,False,OFE_017,268.16,56-65,Arequipa,True,54.94,865.89,49.95,6.03,239.94,41.25,0,0,45,Call_In,Tarde,15,Debito_Automatico,Caylloma,CAYLLOMA,AREQUIPA
CLI_066316,postpago,96,True,False,sin_servicio_hogar,False,False,False,OFE_017,116.61,56-65,Cusco,False,23.57,572.71,40.16,21.1,218.92,40.84,0,0,39,Call_In,Manana,13,Banca_Movil,Canchis,CANCHIS,CUSCO
CLI_015195,postpago,41,True,False,sin_servicio_hogar,False,False,False,OFE_003,277.41,26-35,Arequipa,False,77.53,978.9,34.19,0.05,216.07,17.72,5,4,37,Digital,Noche,29,App_MiMovistar,Arequipa,AREQUIPA,AREQUIPA
CLI_036645,postpago,77,True,True,OFE_011,True,True,False,OFE_011,177.91,26-35,Cusco,False,62.27,670.49,22.3,16.18,81.74,26.42,6,1,2,Call_In,Manana,28,App_MiMovistar,Cusco,CUSCO,CUSCO
CLI_031949,postpago,23,True,True,OFE_015,True,False,True,OFE_022,298.89,65+,Cusco,False,44.46,112.3,38.05,12.04,256.58,37.45,2,1,19,Tienda,Noche,21,Efectivo_Agente,La Convencion,LA_CONVENCION,CUSCO
CLI_067887,postpago,31,True,False,sin_servicio_hogar,False,False,False,OFE_022,165.07,36-45,Arequipa,False,34.39,331.87,20.07,29.19,114.31,8.04,3,1,17,Digital,Manana,11,Efectivo_Agente,Arequipa,AREQUIPA,AREQUIPA
CLI_026502,postpago,30,True,False,sin_servicio_hogar,False,False,False,OFE_021,168.71,36-45,Lima,True,12.76,41.77,5.21,5.31,48.45,11.62,6,2,34,Digital,Fin_de_semana,11,Banca_Movil,Barranca,BARRANCA,LIMA
CLI_097053,prepago,39,True,True,OFE_006,True,False,False,OFE_014,54.85,65+,Lima,False,55.76,212.0,26.36,21.6,294.74,41.9,3,1,4,Digital,Tarde,16,App_MiMovistar,Lima,LIMA,LIMA
CLI_072953,postpago,32,True,False,sin_servicio_hogar,False,False,False,OFE_005,231.14,26-35,Lima,True,73.74,897.98,29.75,6.63,251.14,36.52,1,4,39,Call_In,Tarde,27,Banca_Movil,Lima,LIMA,LIMA
CLI_094350,no_aplica,89,False,True,OFE_016,True,False,False,OFE_007,209.95,18-25,Lima,False,0.0,0.0,0.0,0.0,198.91,25.67,6,2,18,Digital,Tarde,-1,Efectivo_Agente,Yauyos,YAUYOS,LIMA
CLI_034635,postpago,99,True,True,OFE_008,True,False,True,OFE_017,277.21,46-55,Piura,False,56.12,238.96,24.02,13.25,156.9,26.1,3,4,36,Call_In,Tarde,19,Efectivo_Agente,Ayabaca,AYABACA,PIURA
CLI_010724,prepago,31,True,False,sin_servicio_hogar,False,False,False,OFE_002,265.25,18-25,Lima,True,93.99,883.95,29.93,15.42,170.84,39.25,1,0,38,Call_Out,Noche,21,App_MiMovistar,Cañete,CAÑETE,LIMA
CLI_044148,postpago,67,True,True,OFE_008,True,False,True,OFE_002,231.82,65+,Piura,False,57.74,500.37,45.36,12.87,72.86,40.56,2,3,16,Digital,Tarde,10,Debito_Automatico,Ayabaca,AYABACA,PIURA
CLI_021397,prepago,42,True,True,OFE_012,True,True,False,OFE_012,190.63,18-25,Piura,False,35.36,572.04,23.83,18.62,166.44,23.01,3,0,0,Digital,Tarde,17,Efectivo_Agente,Piura,PIURA,PIURA
CLI_051387,prepago,81,True,False,sin_servicio_hogar,False,False,False,OFE_002,37.94,46-55,Arequipa,True,77.71,405.86,22.29,14.41,50.0,35.87,2,1,12,Tienda,Tarde,13,Efectivo_Agente,Islay,ISLAY,AREQUIPA
CLI_066689,postpago,73,True,False,sin_servicio_hogar,False,False,False,OFE_021,292.96,18-25,Lima,False,31.16,305.78,3.85,9.85,99.43,32.67,1,1,15,Call_Out,Tarde,28,App_MiMovistar,Barranca,BARRANCA,LIMA
CLI_093040,prepago,73,True,True,OFE_007,True,False,False,OFE_001,110.53,65+,Lima,True,86.71,243.26,18.27,1.58,197.33,35.8,6,4,27,Tienda,Tarde,15,App_MiMovistar,Lima,LIMA,LIMA
CLI_083359,postpago,87,True,False,sin_servicio_hogar,False,False,False,OFE_018,164.09,18-25,La Libertad,False,74.76,195.73,41.47,12.5,291.84,4.74,1,0,32,Call_In,Noche,22,Banca_Movil,Pataz,PATAZ,LA_LIBERTAD
CLI_020035,postpago,87,True,True,OFE_016,True,False,True,OFE_022,281.48,36-45,Lima,True,38.06,873.09,21.62,15.52,265.11,38.24,6,3,39,Digital,Tarde,25,Debito_Automatico,Huaura,HUAURA,LIMA
CLI_068253,postpago,100,True,False,sin_servicio_hogar,False,False,False,OFE_003,224.81,26-35,Arequipa,False,76.38,623.23,13.13,25.84,242.41,21.31,6,0,1,Call_Out,Noche,20,App_MiMovistar,Arequipa,AREQUIPA,AREQUIPA
CLI_029285,postpago,26,True,False,sin_servicio_hogar,False,False,False,OFE_004,79.43,65+,La Libertad,True,96.83,186.6,36.12,11.8,277.65,22.36,6,4,30,Call_In,Tarde,18,Banca_Movil,Ascope,ASCOPE,LA_LIBERTAD
CLI_002324,postpago,47,True,False,sin_servicio_hogar,False,False,False,OFE_019,170.85,18-25,Arequipa,False,11.77,985.99,29.68,17.79,168.82,23.66,5,0,14,Tienda,Manana,28,Efectivo_Agente,Islay,ISLAY,AREQUIPA
CLI_027603,postpago,12,True,False,sin_servicio_hogar,False,False,False,OFE_003,83.88,18-25,Arequipa,True,52.11,715.54,46.49,22.38,219.08,13.84,4,2,47,Tienda,Tarde,12,App_MiMovistar,Arequipa,AREQUIPA,AREQUIPA
CLI_030966,prepago,37,True,False,sin_servicio_hogar,False,False,False,OFE_002,152.52,46-55,Lima,False,28.82,976.64,47.59,20.04,205.48,17.76,1,4,16,Digital,Tarde,11,App_MiMovistar,Lima,LIMA,LIMA
CLI_073701,prepago,25,True,True,OFE_006,True,False,False,OFE_018,190.71,18-25,Piura,True,9.31,486.71,30.17,27.77,101.14,34.11,2,4,26,Call_In,Manana,26,App_MiMovistar,Morropon,MORROPON,PIURA
CLI_041920,postpago,16,True,True,OFE_008,True,False,True,OFE_022,235.6,18-25,Cusco,False,7.37,66.13,45.96,22.99,47.52,31.72,4,4,32,Call_In,Manana,16,Debito_Automatico,Cusco,CUSCO,CUSCO
