ofrecimiento_id,cliente_id,oferta_id,fecha,canal,resultado,motivo_rechazo,es_rebate,contactabilidad,medio_probatorio,tipo_cliente,antiguedad_meses,elegible_mt,es_movistar_total,nombre_oferta,tipo_oferta,oferta_es_mt,duracion_interaccion_segundos
OFR_0002905,CLI_043296,OFE_001,2026-04-29,Call_In,rechazada,mal_momento,False,contactado,registro_plataforma,no_aplica,30,False,False,Plan Movil Premium 1,plan_movil,False,58
OFR_0002906,CLI_063284,OFE_015,2026-03-07,Tienda,aceptada,no_aplica,False,contactado,chat_log,prepago,100,False,False,Upgrade Premium 15,upgrade,False,251
OFR_0002907,CLI_063284,OFE_022,2026-04-26,Digital,rechazada,precio,False,contactado,chat_log,prepago,100,False,False,Paquete Adicional Básico 22,paquete_adicional,False,73
OFR_0002908,CLI_030335,OFE_004,2026-04-13,Call_Out,rechazada,mal_momento,False,contactado,registro_plataforma,postpago,7,False,False,Plan Movil Premium 4,plan_movil,False,117
OFR_0002909,CLI_030335,OFE_014,2026-05-10,Tienda,rechazada,no_necesita,False,contactado,chat_log,postpago,7,False,False,Upgrade Premium 14,upgrade,False,85
OFR_0002910,CLI_071660,OFE_021,2026-05-09,Tienda,rechazada,no_confia,False,contactado,registro_plataforma,postpago,107,False,False,Paquete Adicional Básico 21,paquete_adicional,False,152
OFR_0002911,CLI_071660,OFE_020,2026-01-11,Digital,rechazada,no_confia,False,contactado,registro_plataforma,postpago,107,False,False,Paquete Adicional Básico 20,paquete_adicional,False,65
OFR_0002912,CLI_071660,OFE_001,2026-04-11,Call_In,rechazada,no_confia,False,contactado,chat_log,postpago,107,False,False,Plan Movil Premium 1,plan_movil,False,39
OFR_0002913,CLI_065936,OFE_005,2026-05-17,Call_In,rechazada,otro,False,contactado,audio_llamada,postpago,54,False,False,Plan Movil Premium 5,plan_movil,False,43
OFR_0002914,CLI_065936,OFE_021,2026-03-13,Tienda,rechazada,otro,False,contactado,registro_plataforma,postpago,54,False,False,Paquete Adicional Básico 21,paquete_adicional,False,68
OFR_0002915,CLI_003167,OFE_012,2026-06-08,Digital,rechazada,otro,False,contactado,chat_log,postpago,79,True,False,Movistar Total Premium 12,movistar_total,True,67
OFR_0002916,CLI_003167,OFE_006,2026-03-23,Call_In,rechazada,mal_momento,False,contactado,registro_plataforma,postpago,79,True,False,Plan Hogar Premium 6,plan_hogar,False,79
OFR_0002917,CLI_068234,OFE_022,2026-02-28,Tienda,rechazada,otro,False,contactado,registro_plataforma,postpago,87,True,False,Paquete Adicional Básico 22,paquete_adicional,False,150
OFR_0002918,CLI_068234,OFE_005,2026-03-06,Tienda,aceptada,no_aplica,True,contactado,chat_log,postpago,87,True,False,Plan Movil Premium 5,plan_movil,False,408
OFR_0002919,CLI_043166,OFE_001,2026-05-07,Digital,rechazada,no_confia,False,contactado,chat_log,no_aplica,26,False,False,Plan Movil Premium 1,plan_movil,False,58
OFR_0002920,CLI_043166,OFE_006,2026-02-01,Digital,rechazada,precio,False,contactado,audio_llamada,no_aplica,26,False,False,Plan Hogar Premium 6,plan_hogar,False,33
OFR_0002921,CLI_043166,OFE_018,2026-02-21,Tienda,rechazada,no_necesita,False,contactado,audio_llamada,no_aplica,26,False,False,Equipo Básico 18,equipo,False,136
OFR_0002922,CLI_068967,OFE_016,2026-01-13,Tienda,rechazada,ya_tiene_similar,False,contactado,chat_log,postpago,26,False,False,Upgrade Premium 16,upgrade,False,150
OFR_0002923,CLI_068967,OFE_010,2026-05-28,Call_Out,rechazada,mal_momento,False,contactado,chat_log,postpago,26,False,False,Plan Hogar Premium 10,plan_hogar,False,140
OFR_0002924,CLI_052294,OFE_015,2026-02-25,Digital,rechazada,no_necesita,False,contactado,audio_llamada,prepago,84,False,False,Upgrade Premium 15,upgrade,False,122
OFR_0002925,CLI_052294,OFE_004,2026-03-12,Tienda,rechazada,ya_tiene_similar,False,contactado,registro_plataforma,prepago,84,False,False,Plan Movil Premium 4,plan_movil,False,160
OFR_0002926,CLI_052294,OFE_014,2026-02-23,Tienda,rechazada,ya_tiene_similar,False,contactado,audio_llamada,prepago,84,False,False,Upgrade Premium 14,upgrade,False,66
OFR_0002927,CLI_025012,OFE_007,2026-03-17,Tienda,rechazada,no_necesita,False,contactado,registro_plataforma,postpago,38,True,False,Plan Hogar Premium 7,plan_hogar,False,123
OFR_0002928,CLI_025012,OFE_021,2026-04-08,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,38,True,False,Paquete Adicional Básico 21,paquete_adicional,False,1
OFR_0002929,CLI_025012,OFE_003,2026-03-31,Digital,rechazada,ya_tiene_similar,False,contactado,registro_plataforma,postpago,38,True,False,Plan Movil Básico 3,plan_movil,False,170
OFR_0002930,CLI_097549,OFE_003,2026-02-11,Tienda,aceptada,no_aplica,False,contactado,registro_plataforma,postpago,72,True,False,Plan Movil Básico 3,plan_movil,False,201
OFR_0002931,CLI_097549,OFE_005,2026-01-16,Call_Out,rechazada,ya_tiene_similar,False,contactado,audio_llamada,postpago,72,True,False,Plan Movil Premium 5,plan_movil,False,162
OFR_0002932,CLI_097549,OFE_011,2026-03-16,Call_Out,rechazada,no_confia,False,contactado,audio_llamada,postpago,72,True,False,Movistar Total Premium 11,movistar_total,True,115
OFR_0002933,CLI_046129,OFE_009,2026-05-03,Call_Out,rechazada,no_necesita,False,contactado,audio_llamada,postpago,72,True,False,Plan Hogar Premium 9,plan_hogar,False,67
OFR_0002934,CLI_046129,OFE_005,2026-02-01,Call_In,rechazada,no_necesita,False,contactado,audio_llamada,postpago,72,True,False,Plan Movil Premium 5,plan_movil,False,58
OFR_0002935,CLI_046129,OFE_013,2026-04-05,Tienda,rechazada,mal_momento,False,contactado,registro_plataforma,postpago,72,True,False,Movistar Total Premium 13,movistar_total,True,114
OFR_0002936,CLI_039184,OFE_010,2026-06-29,Tienda,rechazada,ya_tiene_similar,False,contactado,chat_log,postpago,101,False,False,Plan Hogar Premium 10,plan_hogar,False,158
OFR_0002937,CLI_039184,OFE_007,2026-04-17,Tienda,rechazada,precio,False,contactado,chat_log,postpago,101,False,False,Plan Hogar Premium 7,plan_hogar,False,159
OFR_0002938,CLI_077745,OFE_009,2026-04-23,Tienda,rechazada,no_confia,False,contactado,audio_llamada,postpago,59,False,False,Plan Hogar Premium 9,plan_hogar,False,146
OFR_0002939,CLI_077745,OFE_020,2026-05-14,Digital,rechazada,otro,False,contactado,registro_plataforma,postpago,59,False,False,Paquete Adicional Básico 20,paquete_adicional,False,56
OFR_0002940,CLI_075308,OFE_010,2026-01-24,Call_In,rechazada,mal_momento,False,contactado,audio_llamada,no_aplica,48,False,False,Plan Hogar Premium 10,plan_hogar,False,34
OFR_0002941,CLI_075308,OFE_017,2026-06-24,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,no_aplica,48,False,False,Equipo Básico 17,equipo,False,2
OFR_0002942,CLI_075308,OFE_022,2026-01-10,Digital,rechazada,precio,False,contactado,chat_log,no_aplica,48,False,False,Paquete Adicional Básico 22,paquete_adicional,False,147
OFR_0002943,CLI_009846,OFE_019,2026-03-29,Tienda,aceptada,no_aplica,False,contactado,chat_log,postpago,107,True,False,Equipo Básico 19,equipo,False,184
OFR_0002944,CLI_009846,OFE_017,2026-06-03,Call_In,rechazada,mal_momento,False,contactado,chat_log,postpago,107,True,False,Equipo Básico 17,equipo,False,67
OFR_0002945,CLI_039549,OFE_006,2026-06-06,Tienda,rechazada,ya_tiene_similar,False,contactado,registro_plataforma,postpago,17,True,False,Plan Hogar Premium 6,plan_hogar,False,56
OFR_0002946,CLI_039549,OFE_012,2026-05-05,Call_Out,rechazada,precio,False,contactado,audio_llamada,postpago,17,True,False,Movistar Total Premium 12,movistar_total,True,143
OFR_0002947,CLI_039549,OFE_007,2026-06-05,Tienda,rechazada,otro,False,contactado,audio_llamada,postpago,17,True,False,Plan Hogar Premium 7,plan_hogar,False,51
OFR_0002948,CLI_024935,OFE_020,2026-06-21,Call_In,rechazada,no_necesita,False,contactado,chat_log,postpago,54,False,False,Paquete Adicional Básico 20,paquete_adicional,False,69
OFR_0002949,CLI_024935,OFE_018,2026-03-12,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,54,False,False,Equipo Básico 18,equipo,False,22
OFR_0002950,CLI_028602,OFE_009,2026-02-14,Call_Out,aceptada,no_aplica,False,contactado,audio_llamada,prepago,86,False,False,Plan Hogar Premium 9,plan_hogar,False,393
OFR_0002951,CLI_028602,OFE_020,2026-03-21,Digital,aceptada,no_aplica,True,contactado,chat_log,prepago,86,False,False,Paquete Adicional Básico 20,paquete_adicional,False,397
OFR_0002952,CLI_028602,OFE_001,2026-06-21,Tienda,rechazada,ya_tiene_similar,False,contactado,registro_plataforma,prepago,86,False,False,Plan Movil Premium 1,plan_movil,False,173
OFR_0002953,CLI_019125,OFE_008,2026-04-06,Call_In,rechazada,precio,False,contactado,audio_llamada,postpago,63,True,False,Plan Hogar Premium 8,plan_hogar,False,157
OFR_0002954,CLI_019125,OFE_022,2026-05-20,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,63,True,False,Paquete Adicional Básico 22,paquete_adicional,False,12
OFR_0002955,CLI_047494,OFE_013,2026-04-17,Call_In,rechazada,no_necesita,False,contactado,chat_log,prepago,97,False,False,Movistar Total Premium 13,movistar_total,True,138
OFR_0002956,CLI_047494,OFE_009,2026-04-17,Call_In,rechazada,precio,False,contactado,audio_llamada,prepago,97,False,False,Plan Hogar Premium 9,plan_hogar,False,139
OFR_0002957,CLI_010982,OFE_008,2026-03-17,Digital,rechazada,precio,False,contactado,chat_log,no_aplica,107,False,False,Plan Hogar Premium 8,plan_hogar,False,48
OFR_0002958,CLI_010982,OFE_007,2026-06-21,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,no_aplica,107,False,False,Plan Hogar Premium 7,plan_hogar,False,21
OFR_0002959,CLI_010982,OFE_008,2026-05-12,Digital,rechazada,ya_tiene_similar,False,contactado,registro_plataforma,no_aplica,107,False,False,Plan Hogar Premium 8,plan_hogar,False,176
OFR_0002960,CLI_012770,OFE_018,2026-05-03,Tienda,rechazada,no_confia,False,contactado,chat_log,prepago,59,False,False,Equipo Básico 18,equipo,False,92
OFR_0002961,CLI_012770,OFE_004,2026-01-18,Tienda,rechazada,no_confia,False,contactado,chat_log,prepago,59,False,False,Plan Movil Premium 4,plan_movil,False,37
OFR_0002962,CLI_089013,OFE_005,2026-04-06,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,prepago,16,False,False,Plan Movil Premium 5,plan_movil,False,17
OFR_0002963,CLI_089013,OFE_006,2026-04-06,Tienda,rechazada,otro,False,contactado,chat_log,prepago,16,False,False,Plan Hogar Premium 6,plan_hogar,False,83
OFR_0002964,CLI_089013,OFE_010,2026-04-05,Call_In,rechazada,ya_tiene_similar,False,contactado,registro_plataforma,prepago,16,False,False,Plan Hogar Premium 10,plan_hogar,False,71
OFR_0002965,CLI_072812,OFE_017,2026-06-06,Tienda,rechazada,otro,False,contactado,registro_plataforma,postpago,61,False,False,Equipo Básico 17,equipo,False,124
OFR_0002966,CLI_072812,OFE_021,2026-04-26,Digital,aceptada,no_aplica,False,contactado,chat_log,postpago,61,False,False,Paquete Adicional Básico 21,paquete_adicional,False,520
OFR_0002967,CLI_050207,OFE_014,2026-02-09,Call_Out,aceptada,no_aplica,False,contactado,registro_plataforma,postpago,108,False,False,Upgrade Premium 14,upgrade,False,591
OFR_0002968,CLI_050207,OFE_004,2026-02-22,Digital,rechazada,precio,False,contactado,audio_llamada,postpago,108,False,False,Plan Movil Premium 4,plan_movil,False,165
OFR_0002969,CLI_080996,OFE_011,2026-04-08,Call_Out,rechazada,otro,False,contactado,chat_log,no_aplica,105,False,False,Movistar Total Premium 11,movistar_total,True,82
OFR_0002970,CLI_080996,OFE_016,2026-06-04,Call_In,rechazada,mal_momento,False,contactado,chat_log,no_aplica,105,False,False,Upgrade Premium 16,upgrade,False,122
OFR_0002971,CLI_015836,OFE_018,2026-06-28,Tienda,rechazada,precio,False,contactado,registro_plataforma,no_aplica,51,False,False,Equipo Básico 18,equipo,False,134
OFR_0002972,CLI_015836,OFE_005,2026-02-15,Call_Out,rechazada,precio,False,contactado,chat_log,no_aplica,51,False,False,Plan Movil Premium 5,plan_movil,False,64
OFR_0002973,CLI_020136,OFE_016,2026-01-29,Tienda,rechazada,otro,False,contactado,audio_llamada,postpago,88,True,False,Upgrade Premium 16,upgrade,False,98
OFR_0002974,CLI_020136,OFE_004,2026-04-10,Tienda,rechazada,ya_tiene_similar,False,contactado,registro_plataforma,postpago,88,True,False,Plan Movil Premium 4,plan_movil,False,72
OFR_0002975,CLI_020136,OFE_021,2026-02-23,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,88,True,False,Paquete Adicional Básico 21,paquete_adicional,False,20
OFR_0002976,CLI_058396,OFE_008,2026-03-15,Call_In,rechazada,otro,False,contactado,audio_llamada,postpago,117,True,False,Plan Hogar Premium 8,plan_hogar,False,177
OFR_0002977,CLI_058396,OFE_001,2026-03-10,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,117,True,False,Plan Movil Premium 1,plan_movil,False,29
OFR_0002978,CLI_054926,OFE_001,2026-06-16,Tienda,rechazada,no_necesita,False,contactado,audio_llamada,postpago,112,False,False,Plan Movil Premium 1,plan_movil,False,82
OFR_0002979,CLI_054926,OFE_002,2026-03-18,Call_In,rechazada,ya_tiene_similar,False,contactado,registro_plataforma,postpago,112,False,False,Plan Movil Premium 2,plan_movil,False,145
OFR_0002980,CLI_054926,OFE_004,2026-01-12,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,112,False,False,Plan Movil Premium 4,plan_movil,False,24
OFR_0002981,CLI_058699,OFE_020,2026-04-06,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,prepago,33,False,False,Paquete Adicional Básico 20,paquete_adicional,False,2
OFR_0002982,CLI_058699,OFE_006,2026-03-31,Digital,rechazada,precio,False,contactado,chat_log,prepago,33,False,False,Plan Hogar Premium 6,plan_hogar,False,59
OFR_0002983,CLI_081436,OFE_004,2026-02-16,Tienda,rechazada,ya_tiene_similar,False,contactado,chat_log,postpago,103,False,False,Plan Movil Premium 4,plan_movil,False,106
OFR_0002984,CLI_081436,OFE_007,2026-04-21,Call_Out,rechazada,mal_momento,False,contactado,chat_log,postpago,103,False,False,Plan Hogar Premium 7,plan_hogar,False,125
OFR_0002985,CLI_081436,OFE_021,2026-05-21,Tienda,rechazada,mal_momento,False,contactado,registro_plataforma,postpago,103,False,False,Paquete Adicional Básico 21,paquete_adicional,False,140
OFR_0002986,CLI_069019,OFE_011,2026-04-17,Call_In,rechazada,precio,False,contactado,registro_plataforma,postpago,9,False,False,Movistar Total Premium 11,movistar_total,True,158
OFR_0002987,CLI_069019,OFE_016,2026-05-09,Digital,rechazada,no_confia,False,contactado,chat_log,postpago,9,False,False,Upgrade Premium 16,upgrade,False,117
OFR_0002988,CLI_045758,OFE_015,2026-05-28,Tienda,rechazada,otro,False,contactado,chat_log,prepago,115,False,False,Upgrade Premium 15,upgrade,False,45
OFR_0002989,CLI_045758,OFE_020,2026-05-09,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,prepago,115,False,False,Paquete Adicional Básico 20,paquete_adicional,False,3
OFR_0002990,CLI_045146,OFE_019,2026-02-09,Digital,rechazada,ya_tiene_similar,False,contactado,registro_plataforma,postpago,21,True,False,Equipo Básico 19,equipo,False,35
OFR_0002991,CLI_045146,OFE_002,2026-05-18,Call_In,rechazada,no_necesita,False,contactado,chat_log,postpago,21,True,False,Plan Movil Premium 2,plan_movil,False,73
OFR_0002992,CLI_098711,OFE_004,2026-01-12,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,25,False,False,Plan Movil Premium 4,plan_movil,False,13
OFR_0002993,CLI_098711,OFE_021,2026-06-16,Digital,rechazada,ya_tiene_similar,False,contactado,registro_plataforma,postpago,25,False,False,Paquete Adicional Básico 21,paquete_adicional,False,121
OFR_0002994,CLI_098711,OFE_006,2026-05-25,Call_In,rechazada,no_necesita,False,contactado,registro_plataforma,postpago,25,False,False,Plan Hogar Premium 6,plan_hogar,False,137
OFR_0002995,CLI_034861,OFE_010,2026-02-05,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,38,False,False,Plan Hogar Premium 10,plan_hogar,False,28
OFR_0002996,CLI_034861,OFE_003,2026-02-14,Tienda,rechazada,mal_momento,False,contactado,chat_log,postpago,38,False,False,Plan Movil Básico 3,plan_movil,False,35
OFR_0002997,CLI_088072,OFE_002,2026-01-28,Tienda,rechazada,otro,False,contactado,audio_llamada,no_aplica,41,False,False,Plan Movil Premium 2,plan_movil,False,100
OFR_0002998,CLI_088072,OFE_019,2026-03-26,Digital,rechazada,ya_tiene_similar,False,contactado,audio_llamada,no_aplica,41,False,False,Equipo Básico 19,equipo,False,133
OFR_0002999,CLI_088072,OFE_017,2026-05-19,Call_In,rechazada,no_confia,False,contactado,audio_llamada,no_aplica,41,False,False,Equipo Básico 17,equipo,False,48
OFR_0003000,CLI_037476,OFE_008,2026-01-04,Call_In,rechazada,no_confia,False,contactado,audio_llamada,postpago,99,False,False,Plan Hogar Premium 8,plan_hogar,False,132
OFR_0003001,CLI_037476,OFE_022,2026-02-21,Digital,rechazada,otro,False,contactado,chat_log,postpago,99,False,False,Paquete Adicional Básico 22,paquete_adicional,False,165
OFR_0003002,CLI_038250,OFE_019,2026-04-11,Tienda,rechazada,no_confia,False,contactado,chat_log,prepago,56,False,True,Equipo Básico 19,equipo,False,82
OFR_0003003,CLI_038250,OFE_011,2026-06-07,Digital,rechazada,no_confia,False,contactado,chat_log,prepago,56,False,True,Movistar Total Premium 11,movistar_total,True,135
OFR_0003004,CLI_019309,OFE_014,2026-04-17,Digital,rechazada,ya_tiene_similar,False,contactado,chat_log,postpago,72,False,False,Upgrade Premium 14,upgrade,False,66
OFR_0003005,CLI_019309,OFE_011,2026-01-19,Call_Out,aceptada,no_aplica,False,contactado,registro_plataforma,postpago,72,False,False,Movistar Total Premium 11,movistar_total,True,293
OFR_0003006,CLI_004882,OFE_017,2026-03-29,Digital,rechazada,precio,False,contactado,audio_llamada,postpago,21,False,False,Equipo Básico 17,equipo,False,100
OFR_0003007,CLI_004882,OFE_020,2026-06-04,Call_In,aceptada,no_aplica,True,contactado,registro_plataforma,postpago,21,False,False,Paquete Adicional Básico 20,paquete_adicional,False,580
OFR_0003008,CLI_004882,OFE_001,2026-05-16,Tienda,rechazada,mal_momento,False,contactado,registro_plataforma,postpago,21,False,False,Plan Movil Premium 1,plan_movil,False,156
OFR_0003009,CLI_065946,OFE_013,2026-03-31,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,80,False,False,Movistar Total Premium 13,movistar_total,True,18
OFR_0003010,CLI_065946,OFE_001,2026-01-03,Call_In,rechazada,precio,False,contactado,registro_plataforma,postpago,80,False,False,Plan Movil Premium 1,plan_movil,False,84
OFR_0003011,CLI_093812,OFE_014,2026-04-02,Tienda,aceptada,no_aplica,True,contactado,registro_plataforma,postpago,55,True,False,Upgrade Premium 14,upgrade,False,449
OFR_0003012,CLI_093812,OFE_016,2026-05-12,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,55,True,False,Upgrade Premium 16,upgrade,False,27
OFR_0003013,CLI_089480,OFE_017,2026-01-18,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,118,False,False,Equipo Básico 17,equipo,False,22
OFR_0003014,CLI_089480,OFE_005,2026-02-02,Tienda,rechazada,no_confia,False,contactado,registro_plataforma,postpago,118,False,False,Plan Movil Premium 5,plan_movil,False,65
OFR_0003015,CLI_089480,OFE_013,2026-03-11,Call_In,aceptada,no_aplica,False,contactado,chat_log,postpago,118,False,False,Movistar Total Premium 13,movistar_total,True,416
OFR_0003016,CLI_076340,OFE_020,2026-05-09,Tienda,rechazada,otro,False,contactado,audio_llamada,postpago,75,False,True,Paquete Adicional Básico 20,paquete_adicional,False,90
OFR_0003017,CLI_076340,OFE_012,2026-02-15,Call_In,rechazada,mal_momento,False,contactado,audio_llamada,postpago,75,False,True,Movistar Total Premium 12,movistar_total,True,109
OFR_0003018,CLI_095984,OFE_002,2026-05-21,Call_In,rechazada,otro,False,contactado,registro_plataforma,postpago,74,False,False,Plan Movil Premium 2,plan_movil,False,55
OFR_0003019,CLI_095984,OFE_007,2026-04-06,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,74,False,False,Plan Hogar Premium 7,plan_hogar,False,11
OFR_0003020,CLI_038092,OFE_010,2026-06-01,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,50,False,False,Plan Hogar Premium 10,plan_hogar,False,27
OFR_0003021,CLI_038092,OFE_017,2026-06-13,Digital,rechazada,otro,False,contactado,chat_log,postpago,50,False,False,Equipo Básico 17,equipo,False,143
OFR_0003022,CLI_053142,OFE_006,2026-02-04,Call_Out,aceptada,no_aplica,True,contactado,audio_llamada,postpago,33,False,False,Plan Hogar Premium 6,plan_hogar,False,541
OFR_0003023,CLI_053142,OFE_013,2026-02-10,Tienda,aceptada,no_aplica,False,contactado,audio_llamada,postpago,33,False,False,Movistar Total Premium 13,movistar_total,True,202
OFR_0003024,CLI_089727,OFE_003,2026-01-10,Digital,rechazada,ya_tiene_similar,False,contactado,audio_llamada,prepago,56,False,False,Plan Movil Básico 3,plan_movil,False,165
OFR_0003025,CLI_089727,OFE_004,2026-06-18,Call_In,aceptada,no_aplica,True,contactado,chat_log,prepago,56,False,False,Plan Movil Premium 4,plan_movil,False,272
OFR_0003026,CLI_089727,OFE_012,2026-04-08,Call_Out,rechazada,no_necesita,False,contactado,registro_plataforma,prepago,56,False,False,Movistar Total Premium 12,movistar_total,True,33
OFR_0003027,CLI_045326,OFE_003,2026-03-08,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,17,False,False,Plan Movil Básico 3,plan_movil,False,23
OFR_0003028,CLI_045326,OFE_013,2026-02-09,Tienda,rechazada,no_necesita,False,contactado,audio_llamada,postpago,17,False,False,Movistar Total Premium 13,movistar_total,True,173
OFR_0003029,CLI_045326,OFE_008,2026-01-11,Tienda,rechazada,precio,False,contactado,registro_plataforma,postpago,17,False,False,Plan Hogar Premium 8,plan_hogar,False,75
OFR_0003030,CLI_002437,OFE_019,2026-03-27,Tienda,rechazada,otro,False,contactado,chat_log,postpago,61,False,True,Equipo Básico 19,equipo,False,158
OFR_0003031,CLI_002437,OFE_005,2026-01-19,Call_In,aceptada,no_aplica,True,contactado,audio_llamada,postpago,61,False,True,Plan Movil Premium 5,plan_movil,False,421
OFR_0003032,CLI_071941,OFE_010,2026-06-12,Call_Out,rechazada,mal_momento,False,contactado,chat_log,postpago,103,False,False,Plan Hogar Premium 10,plan_hogar,False,82
OFR_0003033,CLI_071941,OFE_016,2026-04-10,Digital,aceptada,no_aplica,True,contactado,audio_llamada,postpago,103,False,False,Upgrade Premium 16,upgrade,False,276
OFR_0003034,CLI_071941,OFE_012,2026-05-11,Tienda,rechazada,no_confia,False,contactado,registro_plataforma,postpago,103,False,False,Movistar Total Premium 12,movistar_total,True,151
OFR_0003035,CLI_072938,OFE_020,2026-05-06,Tienda,rechazada,no_necesita,False,contactado,audio_llamada,postpago,38,False,True,Paquete Adicional Básico 20,paquete_adicional,False,146
OFR_0003036,CLI_072938,OFE_017,2026-06-08,Digital,rechazada,mal_momento,False,contactado,registro_plataforma,postpago,38,False,True,Equipo Básico 17,equipo,False,77
OFR_0003037,CLI_091839,OFE_001,2026-04-21,Tienda,rechazada,otro,False,contactado,registro_plataforma,postpago,71,True,False,Plan Movil Premium 1,plan_movil,False,78
OFR_0003038,CLI_091839,OFE_001,2026-01-31,Tienda,rechazada,no_confia,False,contactado,audio_llamada,postpago,71,True,False,Plan Movil Premium 1,plan_movil,False,78
OFR_0003039,CLI_065187,OFE_022,2026-06-03,Digital,rechazada,no_necesita,False,contactado,chat_log,no_aplica,77,False,False,Paquete Adicional Básico 22,paquete_adicional,False,38
OFR_0003040,CLI_065187,OFE_018,2026-05-28,Call_Out,rechazada,no_confia,False,contactado,registro_plataforma,no_aplica,77,False,False,Equipo Básico 18,equipo,False,172
OFR_0003041,CLI_065187,OFE_008,2026-02-01,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,no_aplica,77,False,False,Plan Hogar Premium 8,plan_hogar,False,6
OFR_0003042,CLI_049220,OFE_003,2026-02-07,Call_Out,rechazada,precio,False,contactado,chat_log,postpago,77,False,False,Plan Movil Básico 3,plan_movil,False,69
OFR_0003043,CLI_049220,OFE_016,2026-03-18,Tienda,rechazada,ya_tiene_similar,False,contactado,chat_log,postpago,77,False,False,Upgrade Premium 16,upgrade,False,119
OFR_0003044,CLI_049220,OFE_003,2026-01-13,Call_In,rechazada,ya_tiene_similar,False,contactado,chat_log,postpago,77,False,False,Plan Movil Básico 3,plan_movil,False,84
OFR_0003045,CLI_001575,OFE_002,2026-02-21,Digital,rechazada,ya_tiene_similar,False,contactado,registro_plataforma,postpago,43,False,False,Plan Movil Premium 2,plan_movil,False,106
OFR_0003046,CLI_001575,OFE_022,2026-03-12,Digital,rechazada,no_necesita,False,contactado,registro_plataforma,postpago,43,False,False,Paquete Adicional Básico 22,paquete_adicional,False,50
OFR_0003047,CLI_062393,OFE_012,2026-04-28,Call_In,rechazada,mal_momento,False,contactado,chat_log,postpago,104,False,False,Movistar Total Premium 12,movistar_total,True,117
OFR_0003048,CLI_062393,OFE_010,2026-05-17,Call_In,rechazada,mal_momento,False,contactado,registro_plataforma,postpago,104,False,False,Plan Hogar Premium 10,plan_hogar,False,128
OFR_0003049,CLI_062393,OFE_003,2026-03-03,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,104,False,False,Plan Movil Básico 3,plan_movil,False,26
OFR_0003050,CLI_041135,OFE_016,2026-02-16,Call_In,rechazada,no_necesita,False,contactado,chat_log,postpago,45,True,False,Upgrade Premium 16,upgrade,False,155
OFR_0003051,CLI_041135,OFE_015,2026-03-05,Call_In,rechazada,mal_momento,False,contactado,chat_log,postpago,45,True,False,Upgrade Premium 15,upgrade,False,155
OFR_0003052,CLI_041135,OFE_010,2026-01-09,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,45,True,False,Plan Hogar Premium 10,plan_hogar,False,5
OFR_0003053,CLI_092902,OFE_014,2026-04-09,Digital,rechazada,mal_momento,False,contactado,audio_llamada,postpago,106,False,False,Upgrade Premium 14,upgrade,False,45
OFR_0003054,CLI_092902,OFE_019,2026-02-15,Tienda,aceptada,no_aplica,False,contactado,registro_plataforma,postpago,106,False,False,Equipo Básico 19,equipo,False,466
OFR_0003055,CLI_008621,OFE_007,2026-02-27,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,31,False,True,Plan Hogar Premium 7,plan_hogar,False,14
OFR_0003056,CLI_008621,OFE_006,2026-04-29,Call_In,aceptada,no_aplica,True,contactado,registro_plataforma,postpago,31,False,True,Plan Hogar Premium 6,plan_hogar,False,302
OFR_0003057,CLI_017196,OFE_001,2026-02-20,Tienda,rechazada,no_confia,False,contactado,audio_llamada,postpago,35,False,False,Plan Movil Premium 1,plan_movil,False,178
OFR_0003058,CLI_017196,OFE_012,2026-06-27,Call_In,rechazada,precio,False,contactado,chat_log,postpago,35,False,False,Movistar Total Premium 12,movistar_total,True,141
OFR_0003059,CLI_017196,OFE_009,2026-02-24,Digital,rechazada,no_necesita,False,contactado,chat_log,postpago,35,False,False,Plan Hogar Premium 9,plan_hogar,False,92
